ID,Urbanizacion,Manzana,Lote,Estado,Cuota
60-12-6,60,12,6,Libre,"340,000"
60-12-7,60,12,7,Libre,"340,000"
60-12-8,60,12,8,Libre,"340,000"
60-12-14,60,12,14,Libre,"320,000"
60-12-15,60,12,15,Libre,"320,000"
60-12-16,60,12,16,Libre,"320,000"
60-12-17,60,12,17,Libre,"320,000"
60-12-18,60,12,18,Libre,"320,000"
60-13-5,60,13,5,Libre,"320,000"
60-13-6,60,13,6,Libre,"320,000"
60-13-7,60,13,7,Libre,"320,000"
60-13-8,60,13,8,Libre,"320,000"
60-13-9,60,13,9,Libre,"320,000"
60-13-10,60,13,10,Libre,"320,000"
60-14-1,60,14,1,Libre,"330,000"
60-14-2,60,14,2,Libre,"320,000"
60-14-3,60,14,3,Libre,"320,000"
60-14-4,60,14,4,Libre,"320,000"
60-14-6,60,14,6,Libre,"320,000"
60-14-7,60,14,7,Libre,"320,000"
60-14-8,60,14,8,Libre,"320,000"
60-14-9,60,14,9,Libre,"340,000"
60-14-10,60,14,10,Libre,"350,000"
60-14-11,60,14,11,Libre,"350,000"
60-14-12,60,14,12,Libre,"350,000"
60-14-13,60,14,13,Libre,"350,000"
60-14-14,60,14,14,Libre,"550,000"
60-14-15,60,14,15,Libre,"350,000"
60-14-16,60,14,16,Libre,"350,000"
60-14-17,60,14,17,Libre,"400,000"
60-14-19,60,14,19,Libre,"320,000"
60-14-20,60,14,20,Libre,"320,000"
60-14-21,60,14,21,Libre,"320,000"
60-15-14,60,15,14,Libre,"240,000"
60-16-4,60,16,4,Libre,"650,000"
60-17-11,60,17,11,Libre,"220,000"
60-17-12,60,17,12,Libre,"220,000"
60-17-15,60,17,15,Libre,"280,000"
60-17-18,60,17,18,Libre,"220,000"
60-1-1,60,1,1,Vendido,"300,000"
60-1-2,60,1,2,Vendido,"270,000"
60-1-3,60,1,3,Vendido,"270,000"
60-1-4,60,1,4,Vendido,"270,000"
60-1-5,60,1,5,Vendido,"270,000"
60-1-6,60,1,6,Vendido,"280,000"
60-1-7,60,1,7,Vendido,"300,000"
60-1-8,60,1,8,Vendido,"300,000"
60-1-10,60,1,10,Vendido,"300,000"
60-1-11,60,1,11,Vendido,"300,000"
60-1-12,60,1,12,Vendido,"300,000"
60-1-13,60,1,13,Vendido,"300,000"
60-3-1,60,3,1,Vendido,"350,000"
60-4-11,60,4,11,Vendido,"400,000"
60-5-5,60,5,5,Vendido,"400,000"
60-5-10,60,5,10,Vendido,"500,000"
60-6-1,60,6,1,Vendido,"550,000"
60-6-2,60,6,2,Vendido,"500,000"
60-6-3,60,6,3,Vendido,"480,000"
60-6-4,60,6,4,Vendido,"480,000"
60-6-5,60,6,5,Vendido,"700,000"
60-7-1,60,7,1,Vendido,"550,000"
60-7-2,60,7,2,Vendido,"480,000"
60-7-3,60,7,3,Vendido,"480,000"
60-7-4,60,7,4,Vendido,"480,000"
60-7-5,60,7,5,Vendido,"600,000"
60-7-10,60,7,10,Vendido,"500,000"
60-7-13,60,7,13,Vendido,"500,000"
60-8-2,60,8,2,Vendido,"550,000"
60-10-8,60,10,8,Vendido,"440,000"
60-12-10,60,12,10,Vendido,"350,000"
60-12-11,60,12,11,Vendido,"350,000"
60-13-2,60,13,2,Vendido,"340,000"
60-13-3,60,13,3,Vendido,"320,000"
60-13-4,60,13,4,Vendido,"320,000"
60-13-11,60,13,11,Vendido,"330,000"
60-13-12,60,13,12,Vendido,"320,000"
60-13-14,60,13,14,Vendido,"300,000"
60-13-18,60,13,18,Vendido,"300,000"
60-13-20,60,13,20,Vendido,"300,000"
60-15-2,60,15,2,Vendido,"280,000"
60-15-3,60,15,3,Vendido,"320,000"
60-15-4,60,15,4,Vendido,"300,000"
60-15-5,60,15,5,Vendido,"280,000"
60-15-6,60,15,6,Vendido,"280,000"
60-15-7,60,15,7,Vendido,"280,000"
60-15-8,60,15,8,Vendido,"240,000"
60-15-9,60,15,9,Vendido,"250,000"
60-15-10,60,15,10,Vendido,"240,000"
60-15-11,60,15,11,Vendido,"240,000"
60-15-21,60,15,21,Vendido,"240,000"
60-15-22,60,15,22,Vendido,"240,000"
60-15-24,60,15,24,Vendido,"240,000"
60-16-1,60,16,1,Vendido,"380,000"
60-16-2,60,16,2,Vendido,"430,000"
60-16-3,60,16,3,Vendido,"430,000"
60-17-1,60,17,1,Vendido,"280,000"
60-17-2,60,17,2,Vendido,"280,000"
60-17-3,60,17,3,Vendido,"240,000"
60-17-4,60,17,4,Vendido,"250,000"
60-17-6,60,17,6,Vendido,"240,000"
60-17-7,60,17,7,Vendido,"220,000"
60-17-8,60,17,8,Vendido,"220,000"
60-17-9,60,17,9,Vendido,"220,000"
60-17-10,60,17,10,Vendido,"220,000"
60-17-14,60,17,14,Vendido,"240,000"
60-17-16,60,17,16,Vendido,"220,000"
60-17-17,60,17,17,Vendido,"220,000"
60-17-19,60,17,19,Vendido,"220,000"
60-17-20,60,17,20,Vendido,"220,000"
60-17-21,60,17,21,Vendido,"220,000"
60-17-22,60,17,22,Vendido,"240,000"
60-17-23,60,17,23,Vendido,"240,000"
60-17-24,60,17,24,Vendido,"240,000"
60-17-25,60,17,25,Vendido,"250,000"
60-17-26,60,17,26,Vendido,"240,000"
60-14-5,60,14,5,No disponible para la venta,0
60-14-18,60,14,18,No disponible para la venta,0
61-2-7,61,2,7,Cancelado,"280,000"
61-5-2,61,5,2,Recuperado Libre,"400,000"
61-4-5,61,4,5,Reserva de Propietario,"400,000"
61-4-6,61,4,6,Reserva de Propietario,"400,000"
61-4-7,61,4,7,Reserva de Propietario,"400,000"
61-1-4,61,1,4,Libre (R),"340,000"
61-2-6,61,2,6,Libre (R),"300,000"
61-2-22,61,2,22,Libre (R),"320,000"
61-3-2,61,3,2,Libre (R),"320,000"
61-3-4,61,3,4,Libre (R),"320,000"
61-3-5,61,3,5,Libre (R),"320,000"
61-3-6,61,3,6,Libre (R),"320,000"
61-3-13,61,3,13,Libre (R),"300,000"
61-3-17,61,3,17,Libre (R),"380,000"
61-4-2,61,4,2,Libre (R),"400,000"
61-4-4,61,4,4,Libre (R),"430,000"
61-1-1,61,1,1,Libre,"400,000"
61-1-2,61,1,2,Libre,"350,000"
61-1-3,61,1,3,Libre,"340,000"
61-1-6,61,1,6,Libre,"380,000"
61-1-7,61,1,7,Libre,"400,000"
61-1-8,61,1,8,Libre,"380,000"
61-1-9,61,1,9,Libre,"380,000"
61-1-10,61,1,10,Libre,"380,000"
61-2-9,61,2,9,Libre,"330,000"
61-2-12,61,2,12,Libre,"420,000"
61-2-13,61,2,13,Libre,"400,000"
61-2-14,61,2,14,Libre,"400,000"
61-2-15,61,2,15,Libre,"400,000"
61-2-16,61,2,16,Libre,"400,000"
61-2-17,61,2,17,Libre,"400,000"
61-2-19,61,2,19,Libre,"400,000"
61-3-3,61,3,3,Libre,"320,000"
61-3-7,61,3,7,Libre,"320,000"
61-3-8,61,3,8,Libre,"320,000"
61-3-9,61,3,9,Libre,"300,000"
61-3-24,61,3,24,Libre,"400,000"
61-3-25,61,3,25,Libre,"400,000"
61-3-26,61,3,26,Libre,"420,000"
61-3-27,61,3,27,Libre,"420,000"
61-3-28,61,3,28,Libre,"420,000"
61-3-31,61,3,31,Libre,"430,000"
61-4-1,61,4,1,Libre,"420,000"
61-4-3,61,4,3,Libre,"400,000"
61-5-1,61,5,1,Libre,"400,000"
61-5-3,61,5,3,Libre,"400,000"
61-5-4,61,5,4,Libre,"400,000"
61-5-5,61,5,5,Libre,"400,000"
61-5-6,61,5,6,Libre,"400,000"
61-5-7,61,5,7,Libre,"400,000"
61-5-8,61,5,8,Libre,"400,000"
61-5-12,61,5,12,Libre,"420,000"
61-5-13,61,5,13,Libre,"360,000"
61-5-14,61,5,14,Libre,"360,000"
61-5-15,61,5,15,Libre,"360,000"
61-5-16,61,5,16,Libre,"360,000"
61-5-17,61,5,17,Libre,"380,000"
61-5-18,61,5,18,Libre,"380,000"
61-5-19,61,5,19,Libre,"380,000"
61-5-20,61,5,20,Libre,"400,000"
61-5-21,61,5,21,Libre,"360,000"
61-5-22,61,5,22,Libre,"360,000"
61-6-1,61,6,1,Libre,"420,000"
61-6-2,61,6,2,Libre,"410,000"
61-6-3,61,6,3,Libre,"400,000"
61-6-4,61,6,4,Libre,"400,000"
61-6-5,61,6,5,Libre,"400,000"
61-6-6,61,6,6,Libre,"400,000"
61-6-7,61,6,7,Libre,"420,000"
61-6-10,61,6,10,Libre,"410,000"
61-6-11,61,6,11,Libre,"410,000"
61-6-12,61,6,12,Libre,"410,000"
61-1-5,61,1,5,Vendido,"340,000"
61-2-1,61,2,1,Vendido,"320,000"
61-2-2,61,2,2,Vendido,"280,000"
61-2-3,61,2,3,Vendido,"280,000"
61-2-4,61,2,4,Vendido,"280,000"
61-2-5,61,2,5,Vendido,"280,000"
61-2-8,61,2,8,Vendido,"280,000"
61-2-10,61,2,10,Vendido,"320,000"
61-2-11,61,2,11,Vendido,"320,000"
61-2-18,61,2,18,Vendido,"400,000"
61-2-20,61,2,20,Vendido,"420,000"
61-2-21,61,2,21,Vendido,"320,000"
61-3-1,61,3,1,Vendido,"330,000"
61-3-10,61,3,10,Vendido,"300,000"
61-3-11,61,3,11,Vendido,"300,000"
61-3-12,61,3,12,Vendido,"300,000"
61-3-14,61,3,14,Vendido,"300,000"
61-3-15,61,3,15,Vendido,"320,000"
61-3-16,61,3,16,Vendido,"320,000"
61-3-18,61,3,18,Vendido,"380,000"
61-3-19,61,3,19,Vendido,"380,000"
61-3-20,61,3,20,Vendido,"380,000"
61-3-21,61,3,21,Vendido,"400,000"
61-3-22,61,3,22,Vendido,"400,000"
61-3-23,61,3,23,Vendido,"400,000"
61-3-29,61,3,29,Vendido,"420,000"
61-3-30,61,3,30,Vendido,"420,000"
61-3-32,61,3,32,Vendido,"360,000"
61-3-33,61,3,33,Vendido,"360,000"
61-5-9,61,5,9,Vendido,"400,000"
61-5-10,61,5,10,Vendido,"420,000"
61-5-11,61,5,11,Vendido,"380,000"
61-6-8,61,6,8,Vendido,"440,000"
61-6-9,61,6,9,Vendido,"410,000"
62-1-1,62,1,1,Vendido,"680,000"
62-1-2,62,1,2,Vendido,"780,000"
62-1-3,62,1,3,Vendido,"700,000"
62-1-4,62,1,4,Vendido,"680,000"
62-1-5,62,1,5,Vendido,"750,000"
62-1-6,62,1,6,Vendido,"750,000"
62-1-7,62,1,7,Vendido,"650,000"
62-1-8,62,1,8,Vendido,"650,000"
62-1-9,62,1,9,Vendido,"650,000"
62-1-10,62,1,10,Vendido,"680,000"
62-1-11,62,1,11,Vendido,"700,000"
62-1-12,62,1,12,Vendido,"700,000"
62-1-13,62,1,13,Vendido,"680,000"
62-1-14,62,1,14,Vendido,"650,000"
62-1-15,62,1,15,Vendido,"650,000"
62-1-16,62,1,16,Vendido,"650,000"
62-1-17,62,1,17,Vendido,"750,000"
62-1-18,62,1,18,Vendido,"650,000"
62-2-1,62,2,1,Vendido,"780,000"
62-2-2,62,2,2,Vendido,"800,000"
62-2-3,62,2,3,Vendido,"800,000"
62-2-4,62,2,4,Vendido,"780,000"
62-2-5,62,2,5,Vendido,"750,000"
62-2-6,62,2,6,Vendido,"750,000"
62-2-7,62,2,7,Vendido,"750,000"
62-2-8,62,2,8,Vendido,"780,000"
62-2-9,62,2,9,Vendido,"750,000"
62-2-10,62,2,10,Vendido,"750,000"
62-2-11,62,2,11,Vendido,"780,000"
62-2-12,62,2,12,Vendido,"750,000"
62-2-13,62,2,13,Vendido,"780,000"
62-2-14,62,2,14,Vendido,"750,000"
62-3-1,62,3,1,Vendido,"880,000"
62-3-2,62,3,2,Vendido,"850,000"
62-3-3,62,3,3,Vendido,"850,000"
62-3-4,62,3,4,Vendido,"880,000"
63-11-1,63,11,1,Cancelado,"800,000"
63-3-11,63,3,11,Recuperado Libre,"600,000"
63-6-19,63,6,19,Recuperado Libre,0
63-7-19,63,7,19,Recuperado Libre,0
63-8-8,63,8,8,Recuperado Libre,0
63-8-9,63,8,9,Recuperado Libre,"500,000"
63-10-4,63,10,4,Recuperado Libre,0
63-17-20,63,17,20,Recuperado Libre,0
63-3-15,63,3,15,Libre (R),"600,000"
63-3-20,63,3,20,Libre (R),"600,000"
63-4-3,63,4,3,Libre (R),"650,000"
63-4-13,63,4,13,Libre (R),"600,000"
63-6-1,63,6,1,Libre (R),"850,000"
63-6-7,63,6,7,Libre (R),"700,000"
63-6-10,63,6,10,Libre (R),"700,000"
63-6-26,63,6,26,Libre (R),"760,000"
63-8-10,63,8,10,Libre (R),"600,000"
63-2-2,63,2,2,Libre,"750,000"
63-6-11,63,6,11,Libre,"700,000"
63-6-12,63,6,12,Libre,"700,000"
63-6-13,63,6,13,Libre,"700,000"
63-6-14,63,6,14,Libre,"700,000"
63-6-15,63,6,15,Libre,"700,000"
63-6-17,63,6,17,Libre,"720,000"
63-6-18,63,6,18,Libre,"720,000"
63-6-20,63,6,20,Libre,"760,000"
63-6-21,63,6,21,Libre,"760,000"
63-6-22,63,6,22,Libre,"760,000"
63-7-1,63,7,1,Libre,"800,000"
63-7-2,63,7,2,Libre,"720,000"
63-7-3,63,7,3,Libre,"720,000"
63-7-4,63,7,4,Libre,"740,000"
63-7-5,63,7,5,Libre,"680,000"
63-7-6,63,7,6,Libre,"680,000"
63-7-7,63,7,7,Libre,"680,000"
63-7-8,63,7,8,Libre,"680,000"
63-7-9,63,7,9,Libre,"680,000"
63-7-10,63,7,10,Libre,"680,000"
63-7-11,63,7,11,Libre,"650,000"
63-7-12,63,7,12,Libre,"650,000"
63-7-21,63,7,21,Libre,"760,000"
63-7-24,63,7,24,Libre,"760,000"
63-7-25,63,7,25,Libre,"760,000"
63-7-28,63,7,28,Libre,"760,000"
63-7-29,63,7,29,Libre,"760,000"
63-7-30,63,7,30,Libre,"760,000"
63-7-31,63,7,31,Libre,"760,000"
63-7-32,63,7,32,Libre,"760,000"
63-8-15,63,8,15,Libre,"660,000"
63-8-16,63,8,16,Libre,"660,000"
63-10-14,63,10,14,Libre,"720,000"
63-10-16,63,10,16,Libre,"720,000"
63-10-17,63,10,17,Libre,"720,000"
63-10-18,63,10,18,Libre,"720,000"
63-10-19,63,10,19,Libre,"740,000"
63-10-20,63,10,20,Libre,"720,000"
63-10-21,63,10,21,Libre,"720,000"
63-10-22,63,10,22,Libre,"720,000"
63-10-23,63,10,23,Libre,"720,000"
63-10-24,63,10,24,Libre,"720,000"
63-10-25,63,10,25,Libre,"720,000"
63-11-8,63,11,8,Libre,"700,000"
63-13-3,63,13,3,Libre,"660,000"
63-13-4,63,13,4,Libre,"660,000"
63-13-7,63,13,7,Libre,"760,000"
63-13-11,63,13,11,Libre,"760,000"
63-13-13,63,13,13,Libre,"680,000"
63-13-16,63,13,16,Libre,"680,000"
63-13-17,63,13,17,Libre,"700,000"
63-15-9,63,15,9,Libre,"760,000"
63-15-10,63,15,10,Libre,"760,000"
63-15-11,63,15,11,Libre,"760,000"
63-15-12,63,15,12,Libre,"780,000"
63-15-13,63,15,13,Libre,"600,000"
63-15-14,63,15,14,Libre,"600,000"
63-17-2,63,17,2,Libre,"660,000"
63-17-3,63,17,3,Libre,"660,000"
63-17-4,63,17,4,Libre,"780,000"
63-17-5,63,17,5,Libre,"760,000"
63-17-6,63,17,6,Libre,"760,000"
63-17-7,63,17,7,Libre,"760,000"
63-17-8,63,17,8,Libre,"760,000"
63-17-9,63,17,9,Libre,"760,000"
63-17-10,63,17,10,Libre,"760,000"
63-17-15,63,17,15,Libre,"650,000"
63-17-17,63,17,17,Libre,"650,000"
63-17-18,63,17,18,Libre,"650,000"
63-17-19,63,17,19,Libre,"650,000"
63-1-1,63,1,1,Vendido,"1,100,000"
63-1-2,63,1,2,Vendido,"960,000"
63-1-3,63,1,3,Vendido,"960,000"
63-1-4,63,1,4,Vendido,"980,000"
63-1-5,63,1,5,Vendido,"960,000"
63-1-6,63,1,6,Vendido,"1,000,000"
63-1-7,63,1,7,Vendido,"960,000"
63-1-8,63,1,8,Vendido,"960,000"
63-1-9,63,1,9,Vendido,"1,000,000"
63-1-10,63,1,10,Vendido,"1,000,000"
63-1-11,63,1,11,Vendido,"1,200,000"
63-1-12,63,1,12,Vendido,"1,100,000"
63-1-13,63,1,13,Vendido,"1,250,000"
63-1-14,63,1,14,Vendido,"1,000,000"
63-1-15,63,1,15,Vendido,"1,000,000"
63-2-1,63,2,1,Vendido,"680,000"
63-2-3,63,2,3,Vendido,"680,000"
63-2-4,63,2,4,Vendido,"660,000"
63-2-5,63,2,5,Vendido,"660,000"
63-2-6,63,2,6,Vendido,"660,000"
63-2-7,63,2,7,Vendido,"660,000"
63-2-8,63,2,8,Vendido,"660,000"
63-2-9,63,2,9,Vendido,"660,000"
63-2-10,63,2,10,Vendido,"680,000"
63-2-11,63,2,11,Vendido,"680,000"
63-2-12,63,2,12,Vendido,"660,000"
63-2-13,63,2,13,Vendido,"620,000"
63-2-14,63,2,14,Vendido,"620,000"
63-3-1,63,3,1,Vendido,"560,000"
63-3-2,63,3,2,Vendido,"550,000"
63-3-3,63,3,3,Vendido,"550,000"
63-3-4,63,3,4,Vendido,"600,000"
63-3-5,63,3,5,Vendido,"550,000"
63-3-6,63,3,6,Vendido,"600,000"
63-3-7,63,3,7,Vendido,"550,000"
63-3-8,63,3,8,Vendido,"550,000"
63-3-9,63,3,9,Vendido,"550,000"
63-3-10,63,3,10,Vendido,"600,000"
63-3-12,63,3,12,Vendido,"550,000"
63-3-13,63,3,13,Vendido,"550,000"
63-3-14,63,3,14,Vendido,"560,000"
63-3-16,63,3,16,Vendido,"500,000"
63-3-17,63,3,17,Vendido,"550,000"
63-3-18,63,3,18,Vendido,"500,000"
63-3-19,63,3,19,Vendido,"500,000"
63-4-1,63,4,1,Vendido,"600,000"
63-4-2,63,4,2,Vendido,"600,000"
63-4-4,63,4,4,Vendido,"600,000"
63-4-5,63,4,5,Vendido,"550,000"
63-4-6,63,4,6,Vendido,"550,000"
63-4-7,63,4,7,Vendido,"550,000"
63-4-8,63,4,8,Vendido,"550,000"
63-4-9,63,4,9,Vendido,"550,000"
63-4-10,63,4,10,Vendido,"550,000"
63-4-11,63,4,11,Vendido,"600,000"
63-4-12,63,4,12,Vendido,"560,000"
63-4-14,63,4,14,Vendido,"500,000"
63-4-15,63,4,15,Vendido,"500,000"
63-4-16,63,4,16,Vendido,"550,000"
63-4-17,63,4,17,Vendido,"500,000"
63-4-18,63,4,18,Vendido,"500,000"
63-4-19,63,4,19,Vendido,"500,000"
63-5-1,63,5,1,Vendido,"700,000"
63-5-2,63,5,2,Vendido,"680,000"
63-5-3,63,5,3,Vendido,"680,000"
63-5-4,63,5,4,Vendido,"680,000"
63-5-5,63,5,5,Vendido,"680,000"
63-5-6,63,5,6,Vendido,"580,000"
63-5-7,63,5,7,Vendido,"600,000"
63-5-8,63,5,8,Vendido,"650,000"
63-5-9,63,5,9,Vendido,"580,000"
63-5-10,63,5,10,Vendido,"580,000"
63-5-11,63,5,11,Vendido,"650,000"
63-5-12,63,5,12,Vendido,"650,000"
63-5-13,63,5,13,Vendido,"580,000"
63-5-14,63,5,14,Vendido,"580,000"
63-5-15,63,5,15,Vendido,"600,000"
63-5-16,63,5,16,Vendido,"600,000"
63-5-17,63,5,17,Vendido,"580,000"
63-5-18,63,5,18,Vendido,"760,000"
63-5-19,63,5,19,Vendido,"750,000"
63-5-20,63,5,20,Vendido,"740,000"
63-5-21,63,5,21,Vendido,"740,000"
63-5-22,63,5,22,Vendido,"750,000"
63-6-2,63,6,2,Vendido,"800,000"
63-6-3,63,6,3,Vendido,"750,000"
63-6-4,63,6,4,Vendido,"760,000"
63-6-5,63,6,5,Vendido,"700,000"
63-6-6,63,6,6,Vendido,"700,000"
63-6-8,63,6,8,Vendido,"700,000"
63-6-9,63,6,9,Vendido,"700,000"
63-6-16,63,6,16,Vendido,"720,000"
63-6-23,63,6,23,Vendido,"760,000"
63-6-24,63,6,24,Vendido,"760,000"
63-6-25,63,6,25,Vendido,"760,000"
63-6-27,63,6,27,Vendido,"760,000"
63-6-28,63,6,28,Vendido,"760,000"
63-7-13,63,7,13,Vendido,"600,000"
63-7-14,63,7,14,Vendido,"520,000"
63-7-15,63,7,15,Vendido,"500,000"
63-7-16,63,7,16,Vendido,"500,000"
63-7-17,63,7,17,Vendido,"600,000"
63-7-18,63,7,18,Vendido,"550,000"
63-7-20,63,7,20,Vendido,"800,000"
63-7-22,63,7,22,Vendido,"760,000"
63-7-23,63,7,23,Vendido,"760,000"
63-7-26,63,7,26,Vendido,"760,000"
63-7-27,63,7,27,Vendido,"760,000"
63-8-1,63,8,1,Vendido,"800,000"
63-8-2,63,8,2,Vendido,"800,000"
63-8-3,63,8,3,Vendido,"680,000"
63-8-4,63,8,4,Vendido,"750,000"
63-8-5,63,8,5,Vendido,"600,000"
63-8-6,63,8,6,Vendido,"500,000"
63-8-7,63,8,7,Vendido,"500,000"
63-8-11,63,8,11,Vendido,"520,000"
63-8-12,63,8,12,Vendido,"550,000"
63-8-13,63,8,13,Vendido,"600,000"
63-8-14,63,8,14,Vendido,"700,000"
63-8-17,63,8,17,Vendido,"660,000"
63-10-1,63,10,1,Vendido,"860,000"
63-10-2,63,10,2,Vendido,"850,000"
63-10-3,63,10,3,Vendido,"850,000"
63-10-5,63,10,5,Vendido,"850,000"
63-10-6,63,10,6,Vendido,"850,000"
63-10-7,63,10,7,Vendido,"850,000"
63-10-8,63,10,8,Vendido,"850,000"
63-10-9,63,10,9,Vendido,"850,000"
63-10-10,63,10,10,Vendido,"860,000"
63-10-11,63,10,11,Vendido,"860,000"
63-10-12,63,10,12,Vendido,"860,000"
63-10-13,63,10,13,Vendido,"880,000"
63-10-15,63,10,15,Vendido,"720,000"
63-10-26,63,10,26,Vendido,"720,000"
63-10-27,63,10,27,Vendido,"720,000"
63-10-28,63,10,28,Vendido,"720,000"
63-10-29,63,10,29,Vendido,"720,000"
63-10-30,63,10,30,Vendido,"720,000"
63-10-31,63,10,31,Vendido,"720,000"
63-10-32,63,10,32,Vendido,"720,000"
63-10-33,63,10,33,Vendido,"720,000"
63-11-2,63,11,2,Vendido,"680,000"
63-11-3,63,11,3,Vendido,"680,000"
63-11-4,63,11,4,Vendido,"680,000"
63-11-5,63,11,5,Vendido,"680,000"
63-11-6,63,11,6,Vendido,"680,000"
63-11-7,63,11,7,Vendido,"680,000"
63-11-9,63,11,9,Vendido,"780,000"
63-11-10,63,11,10,Vendido,"760,000"
63-11-11,63,11,11,Vendido,"760,000"
63-11-12,63,11,12,Vendido,"760,000"
63-11-13,63,11,13,Vendido,"760,000"
63-11-14,63,11,14,Vendido,"760,000"
63-11-15,63,11,15,Vendido,"760,000"
63-11-16,63,11,16,Vendido,"760,000"
63-11-17,63,11,17,Vendido,"760,000"
63-11-18,63,11,18,Vendido,"760,000"
63-11-19,63,11,19,Vendido,"800,000"
63-11-20,63,11,20,Vendido,"760,000"
63-13-1,63,13,1,Vendido,"680,000"
63-13-2,63,13,2,Vendido,"660,000"
63-13-5,63,13,5,Vendido,"660,000"
63-13-6,63,13,6,Vendido,"780,000"
63-13-8,63,13,8,Vendido,"780,000"
63-13-9,63,13,9,Vendido,"760,000"
63-13-10,63,13,10,Vendido,"760,000"
63-13-12,63,13,12,Vendido,"780,000"
63-13-14,63,13,14,Vendido,"680,000"
63-13-15,63,13,15,Vendido,"680,000"
63-14-1,63,14,1,Vendido,"600,000"
63-14-2,63,14,2,Vendido,"580,000"
63-14-3,63,14,3,Vendido,"580,000"
63-14-4,63,14,4,Vendido,"620,000"
63-14-5,63,14,5,Vendido,"650,000"
63-14-6,63,14,6,Vendido,"600,000"
63-14-7,63,14,7,Vendido,"600,000"
63-14-8,63,14,8,Vendido,"600,000"
63-14-9,63,14,9,Vendido,"600,000"
63-14-10,63,14,10,Vendido,"600,000"
63-14-11,63,14,11,Vendido,"620,000"
63-14-12,63,14,12,Vendido,"580,000"
63-14-13,63,14,13,Vendido,"580,000"
63-14-14,63,14,14,Vendido,"600,000"
63-14-15,63,14,15,Vendido,"600,000"
63-14-16,63,14,16,Vendido,"580,000"
63-14-17,63,14,17,Vendido,"580,000"
63-14-18,63,14,18,Vendido,"580,000"
63-14-19,63,14,19,Vendido,"580,000"
63-14-20,63,14,20,Vendido,"600,000"
63-15-1,63,15,1,Vendido,"650,000"
63-15-2,63,15,2,Vendido,"600,000"
63-15-3,63,15,3,Vendido,"650,000"
63-15-4,63,15,4,Vendido,"600,000"
63-15-5,63,15,5,Vendido,"600,000"
63-15-6,63,15,6,Vendido,"700,000"
63-15-7,63,15,7,Vendido,"600,000"
63-15-8,63,15,8,Vendido,"780,000"
63-15-15,63,15,15,Vendido,"600,000"
63-15-16,63,15,16,Vendido,"600,000"
63-15-17,63,15,17,Vendido,"600,000"
63-15-18,63,15,18,Vendido,"600,000"
63-15-19,63,15,19,Vendido,"620,000"
63-15-20,63,15,20,Vendido,"580,000"
63-15-21,63,15,21,Vendido,"580,000"
63-15-22,63,15,22,Vendido,"580,000"
63-16-1,63,16,1,Vendido,"620,000"
63-16-2,63,16,2,Vendido,"600,000"
63-16-3,63,16,3,Vendido,"600,000"
63-16-4,63,16,4,Vendido,"600,000"
63-16-5,63,16,5,Vendido,"650,000"
63-16-6,63,16,6,Vendido,"600,000"
63-16-7,63,16,7,Vendido,"600,000"
63-16-8,63,16,8,Vendido,"780,000"
63-16-9,63,16,9,Vendido,"760,000"
63-16-10,63,16,10,Vendido,"760,000"
63-16-11,63,16,11,Vendido,"760,000"
63-16-12,63,16,12,Vendido,"780,000"
63-16-13,63,16,13,Vendido,"600,000"
63-16-14,63,16,14,Vendido,"600,000"
63-16-15,63,16,15,Vendido,"600,000"
63-16-16,63,16,16,Vendido,"600,000"
63-16-17,63,16,17,Vendido,"600,000"
63-16-18,63,16,18,Vendido,"600,000"
63-16-19,63,16,19,Vendido,"620,000"
63-16-20,63,16,20,Vendido,"580,000"
63-16-21,63,16,21,Vendido,"580,000"
63-16-22,63,16,22,Vendido,"580,000"
63-17-1,63,17,1,Vendido,"680,000"
63-17-11,63,17,11,Vendido,"800,000"
63-17-12,63,17,12,Vendido,"660,000"
63-17-13,63,17,13,Vendido,"660,000"
63-17-14,63,17,14,Vendido,"680,000"
63-17-16,63,17,16,Vendido,"650,000"
64-1-1,64,1,1,Cancelado,"900,000"
64-1-2,64,1,2,Vendido,"900,000"
64-1-3,64,1,3,Vendido,"900,000"
64-1-4,64,1,4,Vendido,"900,000"
64-1-5,64,1,5,Vendido,"900,000"
64-1-6,64,1,6,Vendido,"850,000"
64-1-7,64,1,7,Vendido,"900,000"
64-1-8,64,1,8,Vendido,"900,000"
64-2-1,64,2,1,Vendido,"900,000"
64-2-2,64,2,2,Vendido,"850,000"
64-2-3,64,2,3,Vendido,"850,000"
64-2-4,64,2,4,Vendido,"850,000"
64-2-5,64,2,5,Vendido,"850,000"
64-2-6,64,2,6,Vendido,"850,000"
64-2-7,64,2,7,Vendido,"850,000"
64-2-8,64,2,8,Vendido,"850,000"
64-2-9,64,2,9,Vendido,"900,000"
64-2-10,64,2,10,Vendido,"900,000"
64-2-11,64,2,11,Vendido,"850,000"
64-2-12,64,2,12,Vendido,"850,000"
64-2-13,64,2,13,Vendido,"850,000"
64-3-1,64,3,1,Vendido,"800,000"
64-3-2,64,3,2,Vendido,"800,000"
64-3-3,64,3,3,Vendido,"850,000"
64-3-4,64,3,4,Vendido,"850,000"
64-3-5,64,3,5,Vendido,"750,000"
64-3-6,64,3,6,Vendido,"750,000"
64-3-7,64,3,7,Vendido,"750,000"
65-1-3,65,1,3,Cancelado,"450,000"
65-3-1,65,3,1,Reserva de Propietario,0
65-3-2,65,3,2,Reserva de Propietario,0
