ID,Urbanizacion,Manzana,Lote,Estado,Cuota
1-2-11,1,2,11,Cancelado,"510,000"
1-2-12,1,2,12,Cancelado,"350,000"
1-2-7,1,2,7,Recuperado Libre,0
1-2-8,1,2,8,Recuperado Libre,"600,000"
1-2-9,1,2,9,Recuperado Libre,"600,000"
1-1-1,1,1,1,Vendido,"370,000"
1-1-2,1,1,2,Vendido,"480,000"
1-1-3,1,1,3,Vendido,"320,000"
1-1-4,1,1,4,Vendido,"330,000"
1-1-5,1,1,5,Vendido,"330,000"
1-1-6,1,1,6,Vendido,"550,000"
1-1-7,1,1,7,Vendido,"480,000"
1-1-8,1,1,8,Vendido,"400,000"
1-1-9,1,1,9,Vendido,"480,000"
1-1-10,1,1,10,Vendido,"370,000"
1-1-11,1,1,11,Vendido,"370,000"
1-1-12,1,1,12,Vendido,"360,000"
1-1-13,1,1,13,Vendido,"360,000"
1-1-14,1,1,14,Vendido,"500,000"
1-2-1,1,2,1,Vendido,"280,000"
1-2-2,1,2,2,Vendido,"300,000"
1-2-3,1,2,3,Vendido,"600,000"
1-2-4,1,2,4,Vendido,"480,000"
1-2-5,1,2,5,Vendido,"330,000"
1-2-6,1,2,6,Vendido,"330,000"
1-2-10,1,2,10,Vendido,"350,000"
1-2-13,1,2,13,Vendido,"600,000"
10-2-5,10,2,5,Cancelado,"530,000"
10-2-8,10,2,8,Cancelado,"530,000"
10-1-1,10,1,1,Reserva de Propietario,"1,400,000"
10-1-2,10,1,2,Reserva de Propietario,"1,400,000"
10-3-10,10,3,10,Escriturado,"650,000"
10-1-3,10,1,3,Vendido,"750,000"
10-1-4,10,1,4,Vendido,"750,000"
10-1-5,10,1,5,Vendido,"750,000"
10-2-1,10,2,1,Vendido,"720,000"
10-2-2,10,2,2,Vendido,"480,000"
10-2-3,10,2,3,Vendido,"480,000"
10-2-4,10,2,4,Vendido,"480,000"
10-2-6,10,2,6,Vendido,"530,000"
10-2-7,10,2,7,Vendido,"530,000"
10-2-9,10,2,9,Vendido,"530,000"
10-2-10,10,2,10,Vendido,"600,000"
10-3-1,10,3,1,Vendido,"500,000"
10-3-2,10,3,2,Vendido,"480,000"
10-3-3,10,3,3,Vendido,"480,000"
10-3-4,10,3,4,Vendido,"480,000"
10-3-5,10,3,5,Vendido,"480,000"
10-3-6,10,3,6,Vendido,"520,000"
10-3-7,10,3,7,Vendido,"605,000"
10-3-8,10,3,8,Vendido,"680,000"
10-3-9,10,3,9,Vendido,"480,000"
10-4-1,10,4,1,Vendido,"700,000"
10-4-2,10,4,2,Vendido,"430,000"
10-4-3,10,4,3,Vendido,"500,000"
10-4-4,10,4,4,Vendido,"500,000"
10-4-5,10,4,5,Vendido,"430,000"
10-4-6,10,4,6,Vendido,"430,000"
10-4-7,10,4,7,Vendido,"430,000"
10-4-8,10,4,8,Vendido,"430,000"
10-4-9,10,4,9,Vendido,"430,000"
10-4-10,10,4,10,Vendido,"450,000"
10-5-1,10,5,1,Vendido,"400,000"
10-5-2,10,5,2,Vendido,"380,000"
10-5-3,10,5,3,Vendido,"450,000"
10-5-4,10,5,4,Vendido,"380,000"
10-5-5,10,5,5,Vendido,"380,000"
10-5-6,10,5,6,Vendido,"420,000"
10-5-7,10,5,7,Vendido,"420,000"
10-5-8,10,5,8,Vendido,"380,000"
10-5-9,10,5,9,Vendido,"380,000"
10-5-10,10,5,10,Vendido,"450,000"
10-6-1,10,6,1,Vendido,"350,000"
10-6-2,10,6,2,Vendido,"350,000"
10-6-3,10,6,3,Vendido,"650,000"
10-6-4,10,6,4,Vendido,"330,000"
10-6-5,10,6,5,Vendido,"330,000"
10-6-6,10,6,6,Vendido,"650,000"
10-6-7,10,6,7,Vendido,"380,000"
10-6-8,10,6,8,Vendido,"600,000"
10-6-9,10,6,9,Vendido,"330,000"
10-6-10,10,6,10,Vendido,"350,000"
10-7-3,10,7,3,Vendido,"400,000"
10-7-4,10,7,4,Vendido,"330,000"
10-7-5,10,7,5,Vendido,"300,000"
10-7-6,10,7,6,Vendido,"420,000"
10-7-7,10,7,7,Vendido,"300,000"
11-1-1,11,1,1,Bloqueado,0
11-1-9,11,1,9,Cancelado,"30,000,000"
11-1-11,11,1,11,Cancelado,"20,000,000"
11-2-1,11,2,1,Cancelado,"680,000"
11-2-2,11,2,2,Cancelado,"750,000"
11-3-8,11,3,8,Cancelado,"570,000"
11-4-3,11,4,3,Cancelado,"530,000"
11-4-7,11,4,7,Cancelado,"30,000,000"
11-1-2,11,1,2,Reserva de Propietario,0
11-1-3,11,1,3,Reserva de Propietario,0
11-1-4,11,1,4,Reserva de Propietario,0
11-1-5,11,1,5,Reserva de Propietario,0
11-1-6,11,1,6,Reserva de Propietario,0
11-1-7,11,1,7,Reserva de Propietario,0
11-1-8,11,1,8,Reserva de Propietario,0
11-1-10,11,1,10,Reserva de Propietario,0
11-1-12,11,1,12,Reserva de Propietario,0
11-1-13,11,1,13,Reserva de Propietario,0
11-2-3,11,2,3,Vendido,"630,000"
11-2-4,11,2,4,Vendido,"630,000"
11-2-5,11,2,5,Vendido,"660,000"
11-2-6,11,2,6,Vendido,"630,000"
11-2-7,11,2,7,Vendido,"630,000"
11-2-8,11,2,8,Vendido,"630,000"
11-3-1,11,3,1,Vendido,"580,000"
11-3-2,11,3,2,Vendido,"550,000"
11-3-3,11,3,3,Vendido,"550,000"
11-3-4,11,3,4,Vendido,"550,000"
11-3-5,11,3,5,Vendido,"550,000"
11-3-6,11,3,6,Vendido,"550,000"
11-3-7,11,3,7,Vendido,"650,000"
11-3-9,11,3,9,Vendido,"570,000"
11-3-10,11,3,10,Vendido,"580,000"
11-4-1,11,4,1,Vendido,"580,000"
11-4-2,11,4,2,Vendido,"530,000"
11-4-4,11,4,4,Vendido,"530,000"
11-4-5,11,4,5,Vendido,"700,000"
11-4-6,11,4,6,Vendido,"960,000"
11-4-8,11,4,8,Vendido,"530,000"
11-4-9,11,4,9,Vendido,"960,000"
11-4-10,11,4,10,Vendido,"570,000"
11-5-2,11,5,2,Vendido,"650,000"
11-5-3,11,5,3,Vendido,"450,000"
11-5-4,11,5,4,Vendido,"400,000"
11-5-5,11,5,5,Vendido,"400,000"
11-5-6,11,5,6,Vendido,"400,000"
12-1-7,12,1,7,Cancelado,"460,000"
12-6-10,12,6,10,Cancelado,"350,000"
12-9-9,12,9,9,Recuperado Libre,0
12-3-10,12,3,10,Plaza,0
12-3-11,12,3,11,Plaza,0
12-5-4,12,5,4,Plaza,0
12-5-5,12,5,5,Plaza,0
12-6-13,12,6,13,Plaza,0
12-6-14,12,6,14,Plaza,0
12-1-1,12,1,1,Vendido,"700,000"
12-1-2,12,1,2,Vendido,"550,000"
12-1-3,12,1,3,Vendido,"550,000"
12-1-4,12,1,4,Vendido,"500,000"
12-1-5,12,1,5,Vendido,"480,000"
12-1-6,12,1,6,Vendido,"550,000"
12-1-8,12,1,8,Vendido,"460,000"
12-1-9,12,1,9,Vendido,"480,000"
12-1-10,12,1,10,Vendido,"580,000"
12-1-11,12,1,11,Vendido,"550,000"
12-1-12,12,1,12,Vendido,"550,000"
12-1-13,12,1,13,Vendido,"550,000"
12-1-14,12,1,14,Vendido,"550,000"
12-1-15,12,1,15,Vendido,"550,000"
12-1-16,12,1,16,Vendido,"550,000"
12-2-1,12,2,1,Vendido,"650,000"
12-2-2,12,2,2,Vendido,"460,000"
12-2-3,12,2,3,Vendido,"450,000"
12-2-4,12,2,4,Vendido,"450,000"
12-2-5,12,2,5,Vendido,"600,000"
12-2-6,12,2,6,Vendido,"480,000"
12-2-7,12,2,7,Vendido,"450,000"
12-2-8,12,2,8,Vendido,"450,000"
12-2-9,12,2,9,Vendido,"450,000"
12-2-10,12,2,10,Vendido,"450,000"
12-2-11,12,2,11,Vendido,"450,000"
12-2-12,12,2,12,Vendido,"450,000"
12-2-13,12,2,13,Vendido,"450,000"
12-2-14,12,2,14,Vendido,"500,000"
12-2-15,12,2,15,Vendido,"450,000"
12-2-16,12,2,16,Vendido,"450,000"
12-2-17,12,2,17,Vendido,"450,000"
12-2-18,12,2,18,Vendido,"450,000"
12-2-19,12,2,19,Vendido,"450,000"
12-2-20,12,2,20,Vendido,"550,000"
12-2-21,12,2,21,Vendido,"500,000"
12-2-22,12,2,22,Vendido,"700,000"
12-3-1,12,3,1,Vendido,"500,000"
12-3-2,12,3,2,Vendido,"500,000"
12-3-3,12,3,3,Vendido,"500,000"
12-3-4,12,3,4,Vendido,"500,000"
12-3-5,12,3,5,Vendido,"400,000"
12-3-6,12,3,6,Vendido,"480,000"
12-3-7,12,3,7,Vendido,"450,000"
12-3-8,12,3,8,Vendido,"450,000"
12-3-9,12,3,9,Vendido,"450,000"
12-3-12,12,3,12,Vendido,"500,000"
12-3-13,12,3,13,Vendido,"550,000"
12-3-14,12,3,14,Vendido,"550,000"
12-3-15,12,3,15,Vendido,"600,000"
12-3-16,12,3,16,Vendido,"450,000"
12-3-17,12,3,17,Vendido,"450,000"
12-3-18,12,3,18,Vendido,"600,000"
12-3-19,12,3,19,Vendido,"600,000"
12-3-20,12,3,20,Vendido,"450,000"
12-4-1,12,4,1,Vendido,"450,000"
12-4-2,12,4,2,Vendido,"600,000"
12-4-3,12,4,3,Vendido,"600,000"
12-4-4,12,4,4,Vendido,"650,000"
12-4-5,12,4,5,Vendido,"600,000"
12-4-6,12,4,6,Vendido,"600,000"
12-4-7,12,4,7,Vendido,"600,000"
12-4-8,12,4,8,Vendido,"600,000"
12-4-9,12,4,9,Vendido,"600,000"
12-4-10,12,4,10,Vendido,"600,000"
12-4-11,12,4,11,Vendido,"680,000"
12-4-12,12,4,12,Vendido,"650,000"
12-4-13,12,4,13,Vendido,"600,000"
12-4-14,12,4,14,Vendido,"600,000"
12-4-15,12,4,15,Vendido,"600,000"
12-4-16,12,4,16,Vendido,"600,000"
12-4-17,12,4,17,Vendido,"450,000"
12-4-18,12,4,18,Vendido,"450,000"
12-4-19,12,4,19,Vendido,"450,000"
12-4-20,12,4,20,Vendido,"450,000"
12-4-21,12,4,21,Vendido,"450,000"
12-4-22,12,4,22,Vendido,"450,000"
12-5-1,12,5,1,Vendido,"450,000"
12-5-2,12,5,2,Vendido,"420,000"
12-5-3,12,5,3,Vendido,"400,000"
12-5-6,12,5,6,Vendido,"380,000"
12-5-7,12,5,7,Vendido,"400,000"
12-5-8,12,5,8,Vendido,"380,000"
12-5-9,12,5,9,Vendido,"440,000"
12-6-1,12,6,1,Vendido,"380,000"
12-6-2,12,6,2,Vendido,"450,000"
12-6-3,12,6,3,Vendido,"350,000"
12-6-4,12,6,4,Vendido,"350,000"
12-6-5,12,6,5,Vendido,"350,000"
12-6-6,12,6,6,Vendido,"350,000"
12-6-7,12,6,7,Vendido,"350,000"
12-6-8,12,6,8,Vendido,"350,000"
12-6-9,12,6,9,Vendido,"320,000"
12-6-11,12,6,11,Vendido,"350,000"
12-6-12,12,6,12,Vendido,"400,000"
12-6-15,12,6,15,Vendido,"320,000"
12-6-16,12,6,16,Vendido,"350,000"
12-6-17,12,6,17,Vendido,"350,000"
12-6-18,12,6,18,Vendido,"350,000"
12-6-19,12,6,19,Vendido,"350,000"
12-7-1,12,7,1,Vendido,"450,000"
12-7-2,12,7,2,Vendido,"500,000"
12-7-3,12,7,3,Vendido,"320,000"
12-7-4,12,7,4,Vendido,"320,000"
12-7-5,12,7,5,Vendido,"320,000"
12-7-6,12,7,6,Vendido,"400,000"
12-7-7,12,7,7,Vendido,"320,000"
12-7-8,12,7,8,Vendido,"350,000"
12-7-9,12,7,9,Vendido,"300,000"
12-7-10,12,7,10,Vendido,"330,000"
12-7-11,12,7,11,Vendido,"330,000"
12-7-12,12,7,12,Vendido,"400,000"
12-7-13,12,7,13,Vendido,"330,000"
12-7-14,12,7,14,Vendido,"330,000"
12-7-15,12,7,15,Vendido,"300,000"
12-7-16,12,7,16,Vendido,"320,000"
12-7-17,12,7,17,Vendido,"500,000"
12-7-18,12,7,18,Vendido,"430,000"
12-7-19,12,7,19,Vendido,"350,000"
12-8-1,12,8,1,Vendido,"250,000"
12-8-2,12,8,2,Vendido,"300,000"
12-8-3,12,8,3,Vendido,"280,000"
12-8-4,12,8,4,Vendido,"300,000"
12-8-5,12,8,5,Vendido,"280,000"
12-8-6,12,8,6,Vendido,"300,000"
12-8-7,12,8,7,Vendido,"400,000"
12-8-8,12,8,8,Vendido,"380,000"
12-8-9,12,8,9,Vendido,"400,000"
12-8-10,12,8,10,Vendido,"250,000"
12-8-11,12,8,11,Vendido,"250,000"
12-8-12,12,8,12,Vendido,"250,000"
12-8-13,12,8,13,Vendido,"250,000"
12-8-14,12,8,14,Vendido,"250,000"
12-8-15,12,8,15,Vendido,"250,000"
12-8-16,12,8,16,Vendido,"420,000"
12-8-17,12,8,17,Vendido,"250,000"
12-9-1,12,9,1,Vendido,"350,000"
12-9-2,12,9,2,Vendido,"380,000"
12-9-3,12,9,3,Vendido,"300,000"
12-9-4,12,9,4,Vendido,"330,000"
12-9-5,12,9,5,Vendido,"350,000"
12-9-6,12,9,6,Vendido,"350,000"
12-9-7,12,9,7,Vendido,"380,000"
12-9-8,12,9,8,Vendido,"350,000"
12-9-10,12,9,10,Vendido,"330,000"
12-9-11,12,9,11,Vendido,"300,000"
12-9-12,12,9,12,Vendido,"380,000"
12-9-13,12,9,13,Vendido,"300,000"
12-9-14,12,9,14,Vendido,"300,000"
12-9-15,12,9,15,Vendido,"300,000"
12-9-16,12,9,16,Vendido,"300,000"
13-4-8,13,4,8,Bloqueado,"450,000"
13-2-6,13,2,6,Cancelado,"750,000"
13-2-15,13,2,15,Cancelado,"480,000"
13-2-2,13,2,2,Bloqueo por falta de Datos,"850,000"
13-2-3,13,2,3,Libre (R),"850,000"
13-3-1,13,3,1,Libre (R),"480,000"
13-4-9,13,4,9,Libre (R),"450,000"
13-4-10,13,4,10,Libre (R),"420,000"
13-5-15,13,5,15,Libre (R),"350,000"
13-5-16,13,5,16,Libre (R),"385,000"
13-2-14,13,2,14,Bloqueo Administrativo,"500,000"
13-2-1,13,2,1,Libre,"600,000"
13-2-9,13,2,9,Libre,"530,000"
13-2-10,13,2,10,Libre,"530,000"
13-2-11,13,2,11,Libre,"550,000"
13-2-12,13,2,12,Libre,"550,000"
13-2-13,13,2,13,Libre,"550,000"
13-2-16,13,2,16,Libre,"480,000"
13-2-17,13,2,17,Libre,"480,000"
13-2-18,13,2,18,Libre,"480,000"
13-2-19,13,2,19,Libre,"480,000"
13-3-2,13,3,2,Libre,"480,000"
13-3-3,13,3,3,Libre,"480,000"
13-3-4,13,3,4,Libre,"480,000"
13-3-5,13,3,5,Libre,"480,000"
13-3-6,13,3,6,Libre,"480,000"
13-3-7,13,3,7,Libre,"550,000"
13-3-8,13,3,8,Libre,"560,000"
13-3-9,13,3,9,Libre,"450,000"
13-3-10,13,3,10,Libre,"450,000"
13-3-11,13,3,11,Libre,"450,000"
13-3-12,13,3,12,Libre,"450,000"
13-3-13,13,3,13,Libre,"450,000"
13-3-14,13,3,14,Libre,"450,000"
13-4-2,13,4,2,Libre,"420,000"
13-4-3,13,4,3,Libre,"420,000"
13-4-4,13,4,4,Libre,"420,000"
13-4-6,13,4,6,Libre,"420,000"
13-4-7,13,4,7,Libre,"420,000"
13-4-11,13,4,11,Libre,"420,000"
13-4-12,13,4,12,Libre,"420,000"
13-4-13,13,4,13,Libre,"420,000"
13-4-14,13,4,14,Libre,"420,000"
13-4-15,13,4,15,Libre,"420,000"
13-5-1,13,5,1,Libre,"400,000"
13-5-2,13,5,2,Libre,"350,000"
13-5-4,13,5,4,Libre,"350,000"
13-5-5,13,5,5,Libre,"350,000"
13-5-7,13,5,7,Libre,"350,000"
13-5-8,13,5,8,Libre,"400,000"
13-5-9,13,5,9,Libre,"385,000"
13-5-10,13,5,10,Libre,"350,000"
13-5-11,13,5,11,Libre,"350,000"
13-5-12,13,5,12,Libre,"350,000"
13-5-13,13,5,13,Libre,"350,000"
13-5-14,13,5,14,Libre,"350,000"
13-6-1,13,6,1,Libre,"350,000"
13-6-2,13,6,2,Libre,"320,000"
13-6-3,13,6,3,Libre,"320,000"
13-6-4,13,6,4,Libre,"320,000"
13-6-5,13,6,5,Libre,"320,000"
13-6-9,13,6,9,Libre,"360,000"
13-6-10,13,6,10,Libre,"320,000"
13-6-11,13,6,11,Libre,"320,000"
13-6-12,13,6,12,Libre,"320,000"
13-6-13,13,6,13,Libre,"300,000"
13-6-14,13,6,14,Libre,"300,000"
13-2-4,13,2,4,Vendido,"530,000"
13-2-5,13,2,5,Vendido,"560,000"
13-2-7,13,2,7,Vendido,"525,000"
13-2-8,13,2,8,Vendido,"530,000"
13-4-1,13,4,1,Vendido,"630,000"
13-4-5,13,4,5,Vendido,"540,000"
13-4-16,13,4,16,Vendido,"630,000"
13-5-3,13,5,3,Vendido,"350,000"
13-5-6,13,5,6,Vendido,"350,000"
13-6-6,13,6,6,Vendido,"383,000"
13-6-7,13,6,7,Vendido,"383,000"
13-6-8,13,6,8,Vendido,"350,000"
14-9-8,14,9,8,Bloqueado,0
14-9-9,14,9,9,Bloqueado,0
14-1-1,14,1,1,Cancelado,"150,000"
14-1-2,14,1,2,Cancelado,"120,000"
14-1-7,14,1,7,Cancelado,"100,000"
14-1-10,14,1,10,Cancelado,"545,000"
14-2-7,14,2,7,Cancelado,"120,000"
14-2-9,14,2,9,Cancelado,"120,000"
14-2-10,14,2,10,Cancelado,"120,000"
14-9-7,14,9,7,Cancelado,"190,000"
14-15-7,14,15,7,Cancelado,"500,000"
14-5-3,14,5,3,Recuperado Libre,"200,000"
14-13-10,14,13,10,Libre (R),"350,000"
14-14-10,14,14,10,Libre (R),"350,000"
14-12-5,14,12,5,Libre,"300,000"
14-14-5,14,14,5,Libre,"330,000"
14-15-4,14,15,4,Libre,"330,000"
14-1-3,14,1,3,Vendido,"120,000"
14-1-4,14,1,4,Vendido,"110,000"
14-1-5,14,1,5,Vendido,"100,000"
14-1-6,14,1,6,Vendido,"100,000"
14-1-8,14,1,8,Vendido,"100,000"
14-1-9,14,1,9,Vendido,"100,000"
14-2-1,14,2,1,Vendido,"150,000"
14-2-2,14,2,2,Vendido,"120,000"
14-2-3,14,2,3,Vendido,"160,000"
14-2-4,14,2,4,Vendido,"160,000"
14-2-5,14,2,5,Vendido,"110,000"
14-2-6,14,2,6,Vendido,"110,000"
14-2-8,14,2,8,Vendido,"200,000"
14-3-1,14,3,1,Vendido,"130,000"
14-3-2,14,3,2,Vendido,"130,000"
14-3-3,14,3,3,Vendido,"130,000"
14-3-4,14,3,4,Vendido,"120,000"
14-3-5,14,3,5,Vendido,"120,000"
14-3-6,14,3,6,Vendido,"140,000"
14-3-7,14,3,7,Vendido,"130,000"
14-3-8,14,3,8,Vendido,"130,000"
14-3-9,14,3,9,Vendido,"120,000"
14-3-10,14,3,10,Vendido,"120,000"
14-4-1,14,4,1,Vendido,"140,000"
14-4-2,14,4,2,Vendido,"130,000"
14-4-3,14,4,3,Vendido,"130,000"
14-4-4,14,4,4,Vendido,"130,000"
14-4-5,14,4,5,Vendido,"140,000"
14-4-6,14,4,6,Vendido,"170,000"
14-4-7,14,4,7,Vendido,"170,000"
14-4-8,14,4,8,Vendido,"170,000"
14-4-9,14,4,9,Vendido,"160,000"
14-4-10,14,4,10,Vendido,"170,000"
14-5-1,14,5,1,Vendido,"170,000"
14-5-2,14,5,2,Vendido,"140,000"
14-5-4,14,5,4,Vendido,"140,000"
14-5-5,14,5,5,Vendido,"140,000"
14-5-6,14,5,6,Vendido,"140,000"
14-5-7,14,5,7,Vendido,"140,000"
14-5-8,14,5,8,Vendido,"150,000"
14-5-9,14,5,9,Vendido,"140,000"
14-5-10,14,5,10,Vendido,"140,000"
14-7-3,14,7,3,Vendido,"220,000"
14-7-4,14,7,4,Vendido,"160,000"
14-7-5,14,7,5,Vendido,"170,000"
14-7-6,14,7,6,Vendido,"180,000"
14-8-1,14,8,1,Vendido,"190,000"
14-8-2,14,8,2,Vendido,"180,000"
14-8-3,14,8,3,Vendido,"180,000"
14-8-4,14,8,4,Vendido,"180,000"
14-8-5,14,8,5,Vendido,"180,000"
14-8-6,14,8,6,Vendido,"180,000"
14-8-7,14,8,7,Vendido,"180,000"
14-8-8,14,8,8,Vendido,"190,000"
14-8-9,14,8,9,Vendido,"180,000"
14-8-10,14,8,10,Vendido,"180,000"
14-9-1,14,9,1,Vendido,"200,000"
14-9-2,14,9,2,Vendido,"190,000"
14-9-3,14,9,3,Vendido,"220,000"
14-9-4,14,9,4,Vendido,"200,000"
14-9-5,14,9,5,Vendido,"200,000"
14-9-6,14,9,6,Vendido,"190,000"
14-9-10,14,9,10,Vendido,"200,000"
14-10-1,14,10,1,Vendido,"210,000"
14-10-2,14,10,2,Vendido,"1,354,500"
14-10-3,14,10,3,Vendido,"200,000"
14-10-4,14,10,4,Vendido,"200,000"
14-10-5,14,10,5,Vendido,"230,000"
14-10-6,14,10,6,Vendido,"220,000"
14-10-7,14,10,7,Vendido,"220,000"
14-10-8,14,10,8,Vendido,"210,000"
14-10-9,14,10,9,Vendido,"200,000"
14-10-10,14,10,10,Vendido,"200,000"
14-11-1,14,11,1,Vendido,"250,000"
14-11-2,14,11,2,Vendido,"300,000"
14-11-3,14,11,3,Vendido,"220,000"
14-11-4,14,11,4,Vendido,"300,000"
14-11-5,14,11,5,Vendido,"260,000"
14-11-6,14,11,6,Vendido,"300,000"
14-11-7,14,11,7,Vendido,"230,000"
14-11-8,14,11,8,Vendido,"230,000"
14-11-9,14,11,9,Vendido,"220,000"
14-11-10,14,11,10,Vendido,"250,000"
14-12-1,14,12,1,Vendido,"260,000"
14-12-2,14,12,2,Vendido,"280,000"
14-12-3,14,12,3,Vendido,"240,000"
14-12-4,14,12,4,Vendido,"260,000"
14-12-6,14,12,6,Vendido,"240,000"
14-12-7,14,12,7,Vendido,"240,000"
14-12-8,14,12,8,Vendido,"300,000"
14-12-9,14,12,9,Vendido,"250,000"
14-12-10,14,12,10,Vendido,"280,000"
14-13-1,14,13,1,Vendido,"300,000"
14-13-2,14,13,2,Vendido,"260,000"
14-13-3,14,13,3,Vendido,"260,000"
14-13-4,14,13,4,Vendido,"260,000"
14-13-5,14,13,5,Vendido,"270,000"
14-13-6,14,13,6,Vendido,"300,000"
14-13-7,14,13,7,Vendido,"300,000"
14-13-8,14,13,8,Vendido,"270,000"
14-13-9,14,13,9,Vendido,"300,000"
14-14-1,14,14,1,Vendido,"300,000"
14-14-2,14,14,2,Vendido,"320,000"
14-14-3,14,14,3,Vendido,"320,000"
14-14-4,14,14,4,Vendido,"290,000"
14-14-6,14,14,6,Vendido,"290,000"
14-14-7,14,14,7,Vendido,"290,000"
14-14-8,14,14,8,Vendido,"300,000"
14-14-9,14,14,9,Vendido,"300,000"
14-15-1,14,15,1,Vendido,"350,000"
14-15-2,14,15,2,Vendido,"320,000"
14-15-3,14,15,3,Vendido,"320,000"
14-15-5,14,15,5,Vendido,"450,000"
14-15-6,14,15,6,Vendido,"420,000"
14-15-8,14,15,8,Vendido,"500,000"
14-15-9,14,15,9,Vendido,"550,000"
14-15-10,14,15,10,Vendido,"350,000"
14-15-11,14,15,11,Vendido,"350,000"
15-1-4,15,1,4,Cancelado,"120,000"
15-1-6,15,1,6,Cancelado,"100,000"
15-1-7,15,1,7,Cancelado,"100,000"
15-2-3,15,2,3,Cancelado,"758,500"
15-2-5,15,2,5,Cancelado,"140,000"
15-2-6,15,2,6,Cancelado,"140,000"
15-8-3,15,8,3,Cancelado,"200,000"
15-8-4,15,8,4,Cancelado,"180,000"
15-12-9,15,12,9,Cancelado,"240,000"
15-14-4,15,14,4,Cancelado,"300,000"
15-15-3,15,15,3,Cancelado,"350,000"
15-15-6,15,15,6,Cancelado,"350,000"
15-15-7,15,15,7,Cancelado,"750,000"
15-2-4,15,2,4,Recuperado Libre,"200,000"
15-5-3,15,5,3,Recuperado Libre,"220,000"
15-13-4,15,13,4,Libre (R),"350,000"
15-1-1,15,1,1,Vendido,"100,000"
15-1-2,15,1,2,Vendido,"100,000"
15-1-3,15,1,3,Vendido,"200,000"
15-1-5,15,1,5,Vendido,"100,000"
15-1-8,15,1,8,Vendido,"100,000"
15-1-9,15,1,9,Vendido,"100,000"
15-2-1,15,2,1,Vendido,"110,000"
15-2-2,15,2,2,Vendido,"120,000"
15-2-7,15,2,7,Vendido,"150,000"
15-2-8,15,2,8,Vendido,"160,000"
15-2-9,15,2,9,Vendido,"110,000"
15-3-1,15,3,1,Vendido,"120,000"
15-3-2,15,3,2,Vendido,"120,000"
15-3-3,15,3,3,Vendido,"140,000"
15-3-4,15,3,4,Vendido,"130,000"
15-3-5,15,3,5,Vendido,"130,000"
15-3-6,15,3,6,Vendido,"130,000"
15-3-7,15,3,7,Vendido,"140,000"
15-3-8,15,3,8,Vendido,"120,000"
15-3-9,15,3,9,Vendido,"120,000"
15-4-1,15,4,1,Vendido,"140,000"
15-4-2,15,4,2,Vendido,"160,000"
15-4-3,15,4,3,Vendido,"170,000"
15-4-4,15,4,4,Vendido,"160,000"
15-4-5,15,4,5,Vendido,"150,000"
15-4-6,15,4,6,Vendido,"140,000"
15-4-7,15,4,7,Vendido,"160,000"
15-4-8,15,4,8,Vendido,"170,000"
15-4-9,15,4,9,Vendido,"170,000"
15-5-1,15,5,1,Vendido,"200,000"
15-5-2,15,5,2,Vendido,"150,000"
15-5-4,15,5,4,Vendido,"160,000"
15-5-5,15,5,5,Vendido,"150,000"
15-5-6,15,5,6,Vendido,"150,000"
15-5-7,15,5,7,Vendido,"180,000"
15-5-8,15,5,8,Vendido,"170,000"
15-5-9,15,5,9,Vendido,"170,000"
15-7-3,15,7,3,Vendido,"160,000"
15-7-4,15,7,4,Vendido,"170,000"
15-7-5,15,7,5,Vendido,"200,000"
15-8-1,15,8,1,Vendido,"200,000"
15-8-2,15,8,2,Vendido,"190,000"
15-8-5,15,8,5,Vendido,"180,000"
15-8-6,15,8,6,Vendido,"180,000"
15-8-7,15,8,7,Vendido,"300,000"
15-8-8,15,8,8,Vendido,"180,000"
15-8-9,15,8,9,Vendido,"170,000"
15-9-1,15,9,1,Vendido,"190,000"
15-9-2,15,9,2,Vendido,"190,000"
15-9-3,15,9,3,Vendido,"250,000"
15-9-4,15,9,4,Vendido,"240,000"
15-9-5,15,9,5,Vendido,"200,000"
15-9-6,15,9,6,Vendido,"200,000"
15-9-7,15,9,7,Vendido,"210,000"
15-9-8,15,9,8,Vendido,"190,000"
15-9-9,15,9,9,Vendido,"190,000"
15-10-1,15,10,1,Vendido,"200,000"
15-10-2,15,10,2,Vendido,"200,000"
15-10-3,15,10,3,Vendido,"220,000"
15-10-4,15,10,4,Vendido,"280,000"
15-10-5,15,10,5,Vendido,"210,000"
15-10-6,15,10,6,Vendido,"230,000"
15-10-7,15,10,7,Vendido,"220,000"
15-10-8,15,10,8,Vendido,"200,000"
15-10-9,15,10,9,Vendido,"200,000"
15-11-1,15,11,1,Vendido,"240,000"
15-11-2,15,11,2,Vendido,"240,000"
15-11-3,15,11,3,Vendido,"240,000"
15-11-4,15,11,4,Vendido,"230,000"
15-11-5,15,11,5,Vendido,"230,000"
15-11-6,15,11,6,Vendido,"230,000"
15-11-7,15,11,7,Vendido,"240,000"
15-11-8,15,11,8,Vendido,"240,000"
15-11-9,15,11,9,Vendido,"240,000"
15-12-1,15,12,1,Vendido,"240,000"
15-12-2,15,12,2,Vendido,"240,000"
15-12-3,15,12,3,Vendido,"260,000"
15-12-4,15,12,4,Vendido,"260,000"
15-12-5,15,12,5,Vendido,"260,000"
15-12-6,15,12,6,Vendido,"270,000"
15-12-7,15,12,7,Vendido,"260,000"
15-12-8,15,12,8,Vendido,"240,000"
15-13-1,15,13,1,Vendido,"260,000"
